,year,where_coordinates,total_deaths,Item,Value,Cholera case fatality rate,Gross national income per capita (Atlas method),Number of cases of visceral leishmaniasis reported,Number of deaths among children 5 to 14 years of age,Number of diarrhoea deaths from inadequate water,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),Total fertility rate (per woman),Total number of notified TB cases
3082,2009,Yei town,6.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3085,2009,Kirkwat village,4.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3048,2009,Tore Wandi village,8.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3047,2009,Maridi town,5.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3046,2009,Maridi town,5.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3045,2009,Mboroko village,5.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3044,2009,Mboroko village,5.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3043,2009,Maridi town,4.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3086,2009,Baruga location,2.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3081,2009,Ezo town,4.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3080,2009,Ezo town,4.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3079,2009,Ezo district,1.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3063,2009,Yambio district,25.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3064,2009,Bamani village,2.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3065,2009,Bamani village,2.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3066,2009,Andari village,1.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3067,2009,Andari village,1.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3068,2009,Manikakara town,1.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3069,2009,Manikakara town,1.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3070,2009,Maridi town,1.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3071,2009,Maridi town,1.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3073,2009,Mboroko village,0.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3074,2009,Western Equatoria state,0.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3075,2009,Western Equatoria state,0.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3076,2009,Tigi village,1.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3077,2009,Tigi village,1.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3078,2009,Ezo district,1.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3061,2009,Garyia village,2.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
5383,2009,Wernyol village,46.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3723,2009,Diar village,0.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3050,2009,Bangolo village,2.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
1149,2009,Raja district,5.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3694,2009,Nagdiar town,0.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3695,2009,Nagdiar town,0.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3696,2009,Malakal town,0.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3697,2009,Malakal town,0.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3698,2009,Bieny Thiang village,20.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3699,2009,Bieny Thiang village,20.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
1148,2009,Raja district,5.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3700,2009,Buol village,5.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3702,2009,Nagdiar town,0.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3703,2009,Nagdiar town,0.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3704,2009,Upper Nile state,9.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3705,2009,Upper Nile state,9.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3706,2009,Jebel Lado,0.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3707,2009,Jebel Lado,0.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3708,2009,Jebel Lado,0.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3701,2009,Buol village,5.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
1147,2009,Raja district,3.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
1146,2009,Raja district,3.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
1145,2009,Southern Darfur state,0.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3057,2009,Ezo district,3.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3058,2009,Mundri West district,1.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
1130,2009,Mboroko village,1.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
1131,2009,Mboroko village,1.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
1132,2009,Maridi town,1.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
1133,2009,Maridi town,1.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
1134,2009,Western Equatoria state,2.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
1135,2009,Western Equatoria state,2.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
1136,2009,Ri-Kwangba,7.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
1137,2009,Ri-Kwangba,7.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
1138,2009,Nzara town,3.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
1139,2009,Nzara town,3.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
1140,2009,Yambio town,1.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
1141,2009,Yambio town,1.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
1142,2009,Ezo town,1.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
1143,2009,Ezo town,1.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
1144,2009,Southern Darfur state,0.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3709,2009,Jebel Lado,0.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3711,2009,Wanyang town,0.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3712,2009,Wanyang town,0.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3713,2009,Pakeri village,0.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3735,2009,Gemmeiza village,0.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3736,2009,Gemmeiza village,0.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3737,2009,Bokuna town,0.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3738,2009,Bokuna town,0.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3743,2009,Awerial district,0.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3744,2009,Awerial district,0.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3745,2009,Awerial district,47.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3746,2009,Awerial district,47.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3747,2009,Tonj town,30.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3748,2009,Tonj town,30.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
5382,2009,Wernyol village,46.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3056,2009,Ezo district,3.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3055,2009,Wowo village,5.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3054,2009,Wowo village,5.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3053,2009,Mundri West district,2.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3052,2009,Mundri West district,2.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3051,2009,Bangolo village,2.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3734,2009,Lyeli village,0.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3049,2009,Tore Wandi village,8.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3733,2009,Lyeli village,0.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3731,2009,Bombora village,0.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3714,2009,Pakeri village,0.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3715,2009,Palec village,0.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3716,2009,Palec village,0.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3717,2009,Buko village,0.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3718,2009,Buko village,0.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3719,2009,Kowjik village,0.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3720,2009,Kowjik village,0.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3721,2009,Sudan Safari village,0.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3722,2009,Sudan Safari village,0.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3093,2009,Nabanga village,1.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3724,2009,Diar village,0.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3725,2009,Yabisak village,0.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3726,2009,Yabisak village,0.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3727,2009,Bojo-Ajut village,0.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3728,2009,Bojo-Ajut village,0.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3729,2009,Bojo town,0.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3730,2009,Bojo town,0.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3732,2009,Bombora village,0.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3094,2009,Ezo district,2.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3103,2009,Nzara town,2.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3096,2009,Yambio town,1.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
568,2009,Muhajiriya town,7.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
569,2009,Al Malamm town,0.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
570,2009,Al Malamm town,0.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
571,2009,Al-Fashir town,2.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
572,2009,Al-Fashir town,2.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
573,2009,Mountainous Jebel Marra area,4.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
567,2009,Muhajiriya town,7.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
574,2009,Mountainous Jebel Marra area,4.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
576,2009,Donki town,13.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
577,2009,Sudan-Chad border in Darfur,20.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
578,2009,Sudan-Chad border in Darfur,20.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
579,2009,Furawiya town,0.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
580,2009,Furawiya town,0.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
581,2009,Babanusa town,0.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
575,2009,Donki town,13.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
566,2009,Muhajiriya town,3.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3424,2009,Duk-Padiet town,165.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3425,2009,Duk-Padiet town,165.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
556,2009,Muhajiriya town,9.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
557,2009,Muhajiriya town,16.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
558,2009,Muhajiriya town,16.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
559,2009,Muhajiriya town,7.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
560,2009,Muhajiriya town,7.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
561,2009,Gereida town,0.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
562,2009,Gereida town,0.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
563,2009,Muhajiriya town,1.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
564,2009,Muhajiriya town,1.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
565,2009,Muhajiriya town,3.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3321,2009,Al-Fashir town,1.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3322,2009,Al-Fashir town,1.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3095,2009,Ezo district,2.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3427,2009,Southern Sudan,0.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3426,2009,Southern Sudan,0.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
582,2009,Babanusa town,0.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3423,2009,Jonglei state,24.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3422,2009,Jonglei state,24.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3411,2009,Mareng village,150.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3370,2009,Buram town,8.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3369,2009,Buram town,8.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
760,2009,Jebel Marra area,18.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
759,2009,Jebel Marra area,18.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
758,2009,Korma town,0.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
757,2009,Korma town,0.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
756,2009,Northern Darfur state,3.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
755,2009,Northern Darfur state,3.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
754,2009,Ayn Siro town,5.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
753,2009,Ayn Siro town,5.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
752,2009,Korma town,6.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
751,2009,Korma town,6.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
750,2009,Hashaba town,0.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
749,2009,Hashaba town,0.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3611,2009,Torkech village,0.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
761,2009,Jabel Eissa al-Harra,10.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
555,2009,Muhajiriya town,9.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
762,2009,Jabel Eissa al-Harra,10.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
764,2009,Western Darfur state,7.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3410,2009,Mareng village,150.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3409,2009,Nyandit payam,0.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3408,2009,Nyandit payam,0.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3407,2009,Nyandit payam,0.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3406,2009,Nyandit payam,0.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3405,2009,Likuangole town,0.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3404,2009,Likuangole town,0.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3403,2009,Akobo district,0.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3402,2009,Akobo district,0.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3401,2009,Pibor Post,0.0,GDP Deflator,73.5550810898,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
3400,2009,Pibor Post,0.0,GDP Deflator,28.0944214190,0,,4880.0,9923.05329.04594.0,,37.1606537.8242738.45777,,27037.0
