,year,where_coordinates,total_deaths,GDP Deflator Value
1637,2016,Tabit village,2.0,115.5709505922
1638,2016,Tabit village,2.0,115.5709505922
1639,2016,Gereida town,0.0,115.5709505922
1640,2016,Tawila town,1.0,115.5709505922
1641,2016,Ad-Damazin town,1.0,115.5709505922
1642,2016,Feina town/Feina Hilat Kabir,42.0,115.5709505922
1643,2016,Al Azraq village,2.0,115.5709505922
1644,2016,Nyala town,0.0,115.5709505922
1645,2016,Tourong-Taora town,18.0,115.5709505922
1692,2016,El Sanadra village,8.0,115.5709505922
1647,2016,Sarrong village,15.0,115.5709505922
1624,2016,Zalingei town,8.0,115.5709505922
1648,2016,Sarrong village,1.0,115.5709505922
1623,2016,Fallah Sayed village,17.0,115.5709505922
1621,2016,Tado village,1.0,115.5709505922
3416,2016,Abyei district,0.0,115.5709505922
2715,2016,Ed El Fursan district,3.0,115.5709505922
3417,2016,Tergung village,0.0,115.5709505922
3418,2016,Um Tagouk IDP camp,0.0,115.5709505922
3419,2016,Gereida town,9.0,115.5709505922
1604,2016,Buram district,12.0,115.5709505922
1605,2016,Golo town,1.0,115.5709505922
1606,2016,Guldo town,2.0,115.5709505922
1607,2016,Row Fattah village,15.0,115.5709505922
2684,2016,Ba'ashim village,3.0,115.5709505922
2369,2016,East Darfur state,2.0,115.5709505922
1609,2016,Fallah Sayed village,4.0,115.5709505922
1610,2016,Rokoro district,2.0,115.5709505922
1611,2016,Boulay village,2.0,115.5709505922
1612,2016,Barti village,0.0,115.5709505922
1613,2016,El Abassiya district,1.0,115.5709505922
1614,2016,Dodo Umda village,1.0,115.5709505922
1615,2016,El Geneina town,5.0,115.5709505922
1616,2016,Tabit village,1.0,115.5709505922
1617,2016,Abu Kershola town,1.0,115.5709505922
1618,2016,Karbala village,1.0,115.5709505922
1619,2016,Tabit village,1.0,115.5709505922
1620,2016,Twoywo village,10.0,115.5709505922
1622,2016,Fallah Reih village,2.0,115.5709505922
2642,2016,Noong village,1.0,115.5709505922
1646,2016,Golo town,3.0,115.5709505922
1650,2016,Buri village,12.0,115.5709505922
1673,2016,Buram district,4.0,115.5709505922
1674,2016,South Darfur state,1.0,115.5709505922
1675,2016,El Fasher district,1.0,115.5709505922
1676,2016,Rokoro town,1.0,115.5709505922
1677,2016,Kass town,1.0,115.5709505922
1678,2016,Lema village,1.0,115.5709505922
1649,2016,Burro village,4.0,115.5709505922
1680,2016,Garsila town,0.0,115.5709505922
1672,2016,Otash IDP camp,1.0,115.5709505922
1681,2016,Gereida town,4.0,115.5709505922
1683,2016,Zalingei district,1.0,115.5709505922
1684,2016,Gereida town,1.0,115.5709505922
1685,2016,Kurmuk town,1.0,115.5709505922
1686,2016,North Darfur state,1.0,115.5709505922
1687,2016,Blue Nile state,1.0,115.5709505922
1688,2016,Otash IDP camp,0.0,115.5709505922
1689,2016,Kassab refugee camp,1.0,115.5709505922
1690,2016,Gereida town,0.0,115.5709505922
1682,2016,Deribat town,2.0,115.5709505922
1671,2016,North Darfur state,3.0,115.5709505922
1679,2016,Birkat Saira town,0.0,115.5709505922
1669,2016,Naam/Noong village,2.0,115.5709505922
1651,2016,Nertiti town,3.0,115.5709505922
1652,2016,El Abassiya district,1.0,115.5709505922
1653,2016,El Obeid town,1.0,115.5709505922
1654,2016,Al Fashir town,1.0,115.5709505922
1655,2016,Ed Damazine district,1.0,115.5709505922
1656,2016,North Darfur state,1.0,115.5709505922
1657,2016,Rokoro town,90.0,115.5709505922
1658,2016,Dursa village,1.0,115.5709505922
1659,2016,Sortoni IDP camp,1.0,115.5709505922
1660,2016,Kass town,1.0,115.5709505922
1670,2016,Central Darfur state,2.0,115.5709505922
1698,2016,Kass district,0.0,115.5709505922
1668,2016,Tabit village,1.0,115.5709505922
1667,2016,El Radoom district,0.0,115.5709505922
1666,2016,Tawila town,1.0,115.5709505922
1665,2016,Golo town,2.0,115.5709505922
1664,2016,Zamzam camp,1.0,115.5709505922
1663,2016,Deribat town,2.0,115.5709505922
1662,2016,Central Darfur state,7.0,115.5709505922
1661,2016,Zamzam camp,1.0,115.5709505922
3295,2017,Muzbat village,8.0,148.7901196712
3291,2017,Tabit village,0.0,148.7901196712
3292,2017,Dobo Omda village,0.0,148.7901196712
3294,2017,Ain Siro village,1.0,148.7901196712
3374,2017,Musteria,26.0,148.7901196712
3369,2017,East Darfur state,1.0,148.7901196712
3368,2017,Karkadeh village,9.0,148.7901196712
3300,2017,Kurbia village,1.0,148.7901196712
3362,2017,Sura village,1.0,148.7901196712
3361,2017,Central Darfur state,0.0,148.7901196712
3293,2017,North Darfur state,0.0,148.7901196712
3299,2017,Forawiyeh village,2.0,148.7901196712
3298,2017,Ain Siro village,7.0,148.7901196712
3297,2017,East Jebel Marra in North Darfur,30.0,148.7901196712
3296,2017,East Darfur state,8.0,148.7901196712
3373,2017,Sudan-Egypt-Libya border,19.0,148.7901196712
3360,2017,Umm Dukhun district,3.0,148.7901196712
3396,2017,Harshaba village,4.0,148.7901196712
1706,2017,Kutum town,1.0,148.7901196712
2441,2017,Muhajeria village,14.0,148.7901196712
2442,2017,Ed Daein district,27.0,148.7901196712
2461,2017,Um Dukhun town,3.0,148.7901196712
3429,2017,West Kordofan state,0.0,148.7901196712
3430,2017,North Kordofan state,0.0,148.7901196712
3431,2017,Blue Nile state,1.0,148.7901196712
1710,2017,Between Saraf Omra and El Sireaf Beni Hussein,2.0,148.7901196712
3433,2017,Blue Nile state,0.0,148.7901196712
1711,2017,Nertiti district,9.0,148.7901196712
2527,2017,Silea town,4.0,148.7901196712
2440,2017,Sheiria district,3.0,148.7901196712
2528,2017,Kulbus town,27.0,148.7901196712
2644,2017,Goli village,3.0,148.7901196712
1712,2017,Ain Siro village,12.0,148.7901196712
1713,2017,Ain Siro village,11.0,148.7901196712
1714,2017,Zalingei town,0.0,148.7901196712
1715,2017,South Darfur state,5.0,148.7901196712
1716,2017,Thur village,3.0,148.7901196712
1722,2017,Nertiti town,0.0,148.7901196712
1721,2017,Zalingei town,1.0,148.7901196712
1720,2017,Kalma refugee camp,6.0,148.7901196712
1719,2017,El Salam district,2.0,148.7901196712
2643,2017,Abyei district,8.0,148.7901196712
2439,2017,Abu Karinka town,4.0,148.7901196712
2438,2017,Abu Karinka town,9.0,148.7901196712
2437,2017,Abu Karinka district,9.0,148.7901196712
3397,2017,South Darfur state,9.0,148.7901196712
714,2017,Nertiti town,0.0,148.7901196712
2824,2017,Blue Nile state,4.0,148.7901196712
2823,2017,Kadugli district,2.0,148.7901196712
2717,2017,Buram district,0.0,148.7901196712
2716,2017,At Tays village,0.0,148.7901196712
715,2017,Fanga Suk town,1.0,148.7901196712
1718,2017,Gereida town,1.0,148.7901196712
717,2017,Central Darfur state,0.0,148.7901196712
716,2017,South Darfur state,2.0,148.7901196712
1704,2017,Kabkabiyah town,1.0,148.7901196712
1705,2017,Kadugli town,0.0,148.7901196712
2031,2017,Golo town,1.0,148.7901196712
1707,2017,Feina town/Feina Hilat Kabir,0.0,148.7901196712
1708,2017,Feina town/Feina Hilat Kabir,0.0,148.7901196712
1709,2017,Um Janaa village,1.0,148.7901196712
718,2017,Tourong-Taora town,0.0,148.7901196712
1717,2017,Um Baru village,1.0,148.7901196712
3331,2018,Marial Achak village,4.0,51.6917081937
3332,2018,Marial Achak village,0.0,51.6917081937
764,2018,Daya village,2.0,51.6917081937
763,2018,Jebel Marra area,1.0,51.6917081937
762,2018,Feina town/Feina Hilat Kabir,18.0,51.6917081937
3302,2018,Ingessana hills,7.0,51.6917081937
3301,2018,East Darfur state,3.0,51.6917081937
1726,2018,Kassala town,1.0,51.6917081937
1724,2018,Zalingei town,0.0,51.6917081937
1753,2018,Khartoum city,1.0,51.6917081937
1752,2018,Gezira state,2.0,51.6917081937
1751,2018,Khartoum city,0.0,51.6917081937
1750,2018,Aba Island town,0.0,51.6917081937
1749,2018,Khartoum city,0.0,51.6917081937
1748,2018,Northern state,0.0,51.6917081937
1747,2018,Karima town,0.0,51.6917081937
1746,2018,Sudan,0.0,51.6917081937
1745,2018,Gedarif state,1.0,51.6917081937
1744,2018,Atbara town,1.0,51.6917081937
1743,2018,Um Dukhun town,1.0,51.6917081937
1742,2018,Deribat town,5.0,51.6917081937
1741,2018,Muzbat village,1.0,51.6917081937
1740,2018,East Jebel Marra area,0.0,51.6917081937
1739,2018,Kebe village,0.0,51.6917081937
1738,2018,Thur village,1.0,51.6917081937
1737,2018,El Hadra village,3.0,51.6917081937
1736,2018,Golo town,7.0,51.6917081937
1735,2018,Zalingei town,1.0,51.6917081937
1734,2018,Garsila town,5.0,51.6917081937
1733,2018,Garsila town,5.0,51.6917081937
1732,2018,Zalingei town,1.0,51.6917081937
1731,2018,Tokar district,1.0,51.6917081937
1730,2018,Dobo Omda village,0.0,51.6917081937
1729,2018,Dobo Omda village,0.0,51.6917081937
1728,2018,East/Sharq Jabel Marra district,0.0,51.6917081937
1727,2018,East Jebel Marra area,3.0,51.6917081937
761,2018,Fuju villages,3.0,51.6917081937
1725,2018,Jebel Amir,1.0,51.6917081937
1723,2018,Kassala state,0.0,51.6917081937
760,2018,Deribat town,1.0,51.6917081937
3398,2018,Nadhif village,5.0,51.6917081937
758,2018,Deribat town,2.0,51.6917081937
731,2018,Nertiti district,13.0,51.6917081937
732,2018,East/Sharq Jabel Marra district,2.0,51.6917081937
733,2018,East/Sharq Jabel Marra district,0.0,51.6917081937
3432,2018,Blue Nile state,0.0,51.6917081937
734,2018,Kass town,0.0,51.6917081937
735,2018,Saboun El Fagur area,2.0,51.6917081937
730,2018,Tura village,0.0,51.6917081937
736,2018,Saboun El Fagur area,0.0,51.6917081937
738,2018,Fuju villages,2.0,51.6917081937
739,2018,Jebel Marra area,19.0,51.6917081937
740,2018,Fuju villages,2.0,51.6917081937
741,2018,Guldo town,2.0,51.6917081937
742,2018,Boulay village,0.0,51.6917081937
743,2018,Nertiti district,1.0,51.6917081937
737,2018,Guldo town,2.0,51.6917081937
744,2018,Golo town,4.0,51.6917081937
729,2018,East/Sharq Jabel Marra district,1.0,51.6917081937
727,2018,East/Sharq Jabel Marra district,7.0,51.6917081937
3399,2018,Nadhif village,1.0,51.6917081937
3420,2018,Idan village,1.0,51.6917081937
3421,2018,South Darfur state,1.0,51.6917081937
3422,2018,South Darfur state,2.0,51.6917081937
3423,2018,Gereida town,1.0,51.6917081937
759,2018,Jebel Marra area,1.0,51.6917081937
728,2018,Katur town,0.0,51.6917081937
720,2018,Dolma village,0.0,51.6917081937
722,2018,Feina Sug village,0.0,51.6917081937
723,2018,Feina Sug village,3.0,51.6917081937
724,2018,Deribat town,8.0,51.6917081937
725,2018,Feina town/Feina Hilat Kabir,3.0,51.6917081937
726,2018,East/Sharq Jabel Marra district,4.0,51.6917081937
3375,2018,Misteriya village,0.0,51.6917081937
721,2018,Tulu village,1.0,51.6917081937
2654,2018,Amiet town,1.0,51.6917081937
719,2018,Golo town,1.0,51.6917081937
2652,2018,Amiet town,0.0,51.6917081937
755,2018,Jebel Marra area,2.0,51.6917081937
753,2018,Nertiti district,15.0,51.6917081937
752,2018,Jebel Marra area,0.0,51.6917081937
756,2018,Deribat town,17.0,51.6917081937
757,2018,Golo town,2.0,51.6917081937
751,2018,Jebel Marra area,3.0,51.6917081937
750,2018,Guba village,14.0,51.6917081937
749,2018,Guba village,18.0,51.6917081937
3434,2018,Daya village,0.0,51.6917081937
754,2018,Golo town,2.0,51.6917081937
748,2018,Guba village,3.0,51.6917081937
2653,2018,Marial Achak village,2.0,51.6917081937
746,2018,East/Sharq Jabel Marra district,11.0,51.6917081937
2497,2018,El Geneina district,2.0,51.6917081937
745,2018,Kass district,2.0,51.6917081937
2645,2018,Amiet town,2.0,51.6917081937
2646,2018,West Kordofan state,0.0,51.6917081937
2647,2018,Keilak district,0.0,51.6917081937
2648,2018,Abyei district,0.0,51.6917081937
2649,2018,Abyei district,2.0,51.6917081937
2650,2018,Goli village,1.0,51.6917081937
2651,2018,Dungop village,1.0,51.6917081937
747,2018,Tabit village,0.0,51.6917081937
1790,2019,Dobo Omda village,0.0,37.0638355307
1789,2019,Talodi district,1.0,37.0638355307
1788,2019,Talodi district,1.0,37.0638355307
1791,2019,Khazan Tungur village,2.0,37.0638355307
1781,2019,Wad Medani district,1.0,37.0638355307
1786,2019,Khartoum city,0.0,37.0638355307
1785,2019,Zalingei town,0.0,37.0638355307
1784,2019,Khartoum state,0.0,37.0638355307
1783,2019,Atbara town,0.0,37.0638355307
1782,2019,Bahri/ Khartoum North town,1.0,37.0638355307
1792,2019,Khartoum city,0.0,37.0638355307
1780,2019,Kassala town,1.0,37.0638355307
1787,2019,Kalma refugee camp,3.0,37.0638355307
1793,2019,Jebel Marra area,0.0,37.0638355307
1802,2019,Omdurman town,0.0,37.0638355307
1795,2019,Khartoum city,8.0,37.0638355307
1809,2019,El Daein town,1.0,37.0638355307
1808,2019,El Souki town,1.0,37.0638355307
1807,2019,Omdurman town,0.0,37.0638355307
1806,2019,Atbara town,1.0,37.0638355307
1805,2019,Omdurman town,7.0,37.0638355307
1804,2019,Gedaref/Al Qadarif town,1.0,37.0638355307
1794,2019,Kurti village,1.0,37.0638355307
1803,2019,Deleig town,0.0,37.0638355307
1801,2019,Bahri/ Khartoum North town,1.0,37.0638355307
1800,2019,Khartoum city,1.0,37.0638355307
1799,2019,Khartoum city,1.0,37.0638355307
1798,2019,Rabak town,0.0,37.0638355307
1797,2019,El Nahud town,1.0,37.0638355307
1796,2019,Omdurman town,2.0,37.0638355307
1779,2019,Omdurman town,1.0,37.0638355307
1778,2019,Khartoum city,5.0,37.0638355307
1767,2019,Bahri/ Khartoum North town,1.0,37.0638355307
1776,2019,Omdurman town,2.0,37.0638355307
1810,2019,Khazan Tungur village,6.0,37.0638355307
773,2019,Gereida town,0.0,37.0638355307
772,2019,Sarrong village,2.0,37.0638355307
771,2019,Central Darfur state,3.0,37.0638355307
770,2019,Sarrong village,3.0,37.0638355307
769,2019,Sarrong village,0.0,37.0638355307
768,2019,Sarrong village,4.0,37.0638355307
767,2019,Sarrong village,6.0,37.0638355307
766,2019,Daya village,1.0,37.0638355307
765,2019,Sarrong village,4.0,37.0638355307
1754,2019,Khartoum city,0.0,37.0638355307
1755,2019,Khartoum city,1.0,37.0638355307
1756,2019,Omdurman town,4.0,37.0638355307
1757,2019,Babanusa village,0.0,37.0638355307
1758,2019,Omdurman town,0.0,37.0638355307
1759,2019,Khartoum city,1.0,37.0638355307
1760,2019,Khartoum city,0.0,37.0638355307
1775,2019,Khartoum city,0.0,37.0638355307
1774,2019,El Obeid town,0.0,37.0638355307
1773,2019,Khartoum city,5.0,37.0638355307
1772,2019,Zalingei town,1.0,37.0638355307
1771,2019,Omdurman town,1.0,37.0638355307
1770,2019,El Geneina town,3.0,37.0638355307
1777,2019,Khartoum city,1.0,37.0638355307
1769,2019,Nyala town,1.0,37.0638355307
1766,2019,Mukjar town,1.0,37.0638355307
1765,2019,Omdurman town,1.0,37.0638355307
1764,2019,Korru village,1.0,37.0638355307
1763,2019,Jebel Moon district,0.0,37.0638355307
1762,2019,Nertiti town,1.0,37.0638355307
1761,2019,Khartoum city,0.0,37.0638355307
1768,2019,Khartoum city,1.0,37.0638355307
1811,2019,El Obeid town,0.0,37.0638355307
1817,2019,Mershing village,2.0,37.0638355307
1813,2019,Dongola town,1.0,37.0638355307
3448,2019,Port Sudan town,0.0,37.0638355307
3447,2019,Port Sudan town,0.0,37.0638355307
3446,2019,Gedarif state,0.0,37.0638355307
3436,2019,Darfur,0.0,37.0638355307
3435,2019,Daya village,42.0,37.0638355307
2032,2019,Sudan,1.0,37.0638355307
2521,2019,El Geneina town,0.0,37.0638355307
2655,2019,Abyei district,7.0,37.0638355307
2656,2019,Dungop village,0.0,37.0638355307
3455,2019,Nertiti district,0.0,37.0638355307
1812,2019,Omdurman town,0.0,37.0638355307
2657,2019,Leu village,5.0,37.0638355307
1818,2019,El Abassiya district,1.0,37.0638355307
1825,2019,Krinding IDP camp,98.0,37.0638355307
1819,2019,Kidingir village,0.0,37.0638355307
1820,2019,Tawila district,2.0,37.0638355307
1821,2019,Nyala town,1.0,37.0638355307
1822,2019,Abu Kershola town,1.0,37.0638355307
1824,2019,South Kordofan state,0.0,37.0638355307
1823,2019,Umm Berembeita village,1.0,37.0638355307
1816,2019,Marshing locality,1.0,37.0638355307
1815,2019,Golo town,1.0,37.0638355307
1814,2019,Fanga Suk town,3.0,37.0638355307
3460,2020,Gerida district,0.0,470.2378523465
3457,2020,Dimsu district,1.0,470.2378523465
3459,2020,Tullus district,0.0,470.2378523465
3456,2020,Dimsu town,0.0,470.2378523465
3458,2020,Katayla district,1.0,470.2378523465
3461,2020,Gerida district,0.0,470.2378523465
2695,2020,El Geneina town,3.0,470.2378523465
775,2020,Kutrum village,36.0,470.2378523465
776,2020,Nertiti district,3.0,470.2378523465
777,2020,Boldon village,3.0,470.2378523465
3426,2020,Gerida district,0.0,470.2378523465
3425,2020,Haddad village,0.0,470.2378523465
3424,2020,Abdoze village,0.0,470.2378523465
941,2020,Bereket village,7.0,470.2378523465
3464,2020,Masteri village,60.0,470.2378523465
3465,2020,Kadugli town,0.0,470.2378523465
774,2020,Nertiti district,3.0,470.2378523465
3453,2020,Port Sudan town,0.0,470.2378523465
3441,2020,East/Sharq Jabel Marra district,4.0,470.2378523465
3451,2020,New Halfa town,0.0,470.2378523465
2685,2020,Bielel district,1.0,470.2378523465
3427,2020,Gereida town,15.0,470.2378523465
2663,2020,Abyei district,1.0,470.2378523465
2662,2020,Meiram town,0.0,470.2378523465
2661,2020,Mabuk village,4.0,470.2378523465
2660,2020,Marial Achak village,0.0,470.2378523465
2659,2020,Kolom village,32.0,470.2378523465
2658,2020,Kolom village,0.0,470.2378523465
2033,2020,Kalma refugee camp,2.0,470.2378523465
3437,2020,Darfur,0.0,470.2378523465
3438,2020,Darfur,0.0,470.2378523465
3439,2020,Daya village,0.0,470.2378523465
3440,2020,South Darfur state,0.0,470.2378523465
2686,2020,Dwana village,0.0,470.2378523465
3442,2020,Golo town,1.0,470.2378523465
3443,2020,East/Sharq Jabel Marra district,4.0,470.2378523465
3444,2020,East/Sharq Jabel Marra district,3.0,470.2378523465
3449,2020,Port Sudan town,0.0,470.2378523465
3450,2020,Kassala town,0.0,470.2378523465
3452,2020,Port Sudan town,30.0,470.2378523465
2825,2020,Khor al-Warl area,2.0,470.2378523465
2687,2020,Bielel district,0.0,470.2378523465
1848,2020,Tawila district,2.0,470.2378523465
1853,2020,Kass town,3.0,470.2378523465
1852,2020,Tina village,1.0,470.2378523465
1851,2020,El Abassiya district,1.0,470.2378523465
1850,2020,Kadugli town,2.0,470.2378523465
1849,2020,Nertiti town,1.0,470.2378523465
1847,2020,Saraf Omra town,1.0,470.2378523465
1846,2020,Kassala town,2.0,470.2378523465
1845,2020,Dalami town,1.0,470.2378523465
1844,2020,Misterei town,0.0,470.2378523465
1843,2020,Fata Borno camp (North Darfur),12.0,470.2378523465
1842,2020,Omdurman town,1.0,470.2378523465
1841,2020,Um Abdalla village,1.0,470.2378523465
1839,2020,Kadugli town,3.0,470.2378523465
1838,2020,Kujuria village,1.0,470.2378523465
1840,2020,Kadugli town,0.0,470.2378523465
1830,2020,Dilling district,2.0,470.2378523465
1837,2020,Kadugli town,1.0,470.2378523465
1828,2020,Geissan district,1.0,470.2378523465
1829,2020,Guldo town,1.0,470.2378523465
1826,2020,Abu Kershola town,0.0,470.2378523465
1831,2020,Abu Kershola town,2.0,470.2378523465
1827,2020,Rashad town,1.0,470.2378523465
1833,2020,El Berdab village,9.0,470.2378523465
1834,2020,Kadugli town,2.0,470.2378523465
1835,2020,Karwaja village,0.0,470.2378523465
1836,2020,Tirti village,0.0,470.2378523465
1832,2020,Abu Kershola town,1.0,470.2378523465
1862,2021,Zalingei town,2.0,39.2749801418
1863,2021,Khartoum city,1.0,39.2749801418
1864,2021,Omdurman town,3.0,39.2749801418
1865,2021,Khartoum city,2.0,39.2749801418
1868,2021,Omdurman town,1.0,39.2749801418
1867,2021,Omdurman town,1.0,39.2749801418
779,2021,Sabanga area,0.0,39.2749801418
1866,2021,Buri village,1.0,39.2749801418
778,2021,Sabanga area,0.0,39.2749801418
1861,2021,Omdurman town,2.0,39.2749801418
780,2021,Faluja village,0.0,39.2749801418
1860,2021,Omdurman town,3.0,39.2749801418
1880,2021,Bahri/ Khartoum North town,1.0,39.2749801418
1858,2021,South Kordofan state,4.0,39.2749801418
2689,2021,Gallab area,1.0,39.2749801418
1857,2021,Khartoum city,2.0,39.2749801418
1856,2021,Bielel district,1.0,39.2749801418
1855,2021,Ras al Fil village,1.0,39.2749801418
1854,2021,Tawila district,13.0,39.2749801418
2688,2021,Dar al-Salam town,0.0,39.2749801418
781,2021,East/Sharq Jabel Marra district,0.0,39.2749801418
2329,2021,Gereida town,7.0,39.2749801418
2664,2021,Abyei district,2.0,39.2749801418
2665,2021,Dungop village,12.0,39.2749801418
3428,2021,Gereida town,7.0,39.2749801418
1859,2021,Kadugli town,1.0,39.2749801418
1879,2021,Omdurman town,1.0,39.2749801418
782,2021,Sortoni IDP camp,17.0,39.2749801418
2691,2021,Mastura village,5.0,39.2749801418
3479,2021,Abu Jabaiha town,1.0,39.2749801418
2690,2021,Tawila town,7.0,39.2749801418
2700,2021,Al Kereinik village,8.0,39.2749801418
3482,2021,Sileia area,3.0,39.2749801418
2701,2021,Kereinik district,0.0,39.2749801418
1877,2021,Khartoum city,3.0,39.2749801418
1878,2021,Omdurman town,2.0,39.2749801418
3487,2021,Sileia area,0.0,39.2749801418
3488,2021,Jebel Moon district,0.0,39.2749801418
3489,2021,Jebel Moon district,0.0,39.2749801418
3490,2021,Sirba district,0.0,39.2749801418
3491,2021,Jebel Moon district,0.0,39.2749801418
1889,2021,Khartoum state,1.0,39.2749801418
1888,2021,Tawila town,2.0,39.2749801418
1887,2021,Khartoum state,1.0,39.2749801418
1886,2021,Sharq El Nile district,1.0,39.2749801418
1885,2021,Omdurman town,1.0,39.2749801418
1884,2021,Umm Berembeita village,1.0,39.2749801418
1883,2021,Khartoum city,1.0,39.2749801418
1882,2021,Omdurman town,2.0,39.2749801418
1881,2021,Khartoum city,3.0,39.2749801418
3478,2021,Abu Jabaiha town,19.0,39.2749801418
3477,2021,Abu Jabaiha town,2.0,39.2749801418
2699,2021,El Geneina town,2.0,39.2749801418
3475,2021,Abu Jabaiha town,1.0,39.2749801418
1869,2021,Kologi town,3.0,39.2749801418
1870,2021,Omdurman town,2.0,39.2749801418
1871,2021,Al Fayḑ village,2.0,39.2749801418
1872,2021,Al Fayḑ village,2.0,39.2749801418
942,2021,El Fashaga district,6.0,39.2749801418
943,2021,East El Qalabat district,2.0,39.2749801418
944,2021,Border between Ethiopia and Sudan in El Gedarif state,1.0,39.2749801418
945,2021,Al-Fashaga triangle,4.0,39.2749801418
946,2021,Gedarif state,2.0,39.2749801418
3476,2021,Abu Jubaiha district,3.0,39.2749801418
947,2021,Border between Ethiopia and Sudan in El Gedarif state,2.0,39.2749801418
2702,2021,Azirni village,0.0,39.2749801418
1873,2021,Omdurman town,2.0,39.2749801418
3474,2021,Kologi town,0.0,39.2749801418
3473,2021,Umm Dafog village,0.0,39.2749801418
1876,2021,Khartoum state,6.0,39.2749801418
2698,2021,El Geneina town,0.0,39.2749801418
2697,2021,El Geneina town,160.0,39.2749801418
2696,2021,El Geneina town,1.0,39.2749801418
3462,2021,Gereida town,2.0,39.2749801418
1875,2021,Khartoum city,3.0,39.2749801418
3466,2021,Geissan district,0.0,39.2749801418
1874,2021,Khartoum state,3.0,39.2749801418
3513,2022,Kulbus town,126.0,42.0404708519
3512,2022,Juguma village,0.0,42.0404708519
3511,2022,Abu Zabad town,24.0,42.0404708519
3510,2022,El Nahud district,0.0,42.0404708519
3502,2022,Abyei district,0.0,42.0404708519
3509,2022,Abu Zabad town,0.0,42.0404708519
3471,2022,Geissan village,1.0,42.0404708519
3454,2022,Kassala town,0.0,42.0404708519
3496,2022,Jol Juk village,0.0,42.0404708519
3495,2022,Gereida town,0.0,42.0404708519
3494,2022,Tullus town,0.0,42.0404708519
3493,2022,Muglad town,0.0,42.0404708519
3492,2022,Muglad town,0.0,42.0404708519
3486,2022,Sileia area,18.0,42.0404708519
3485,2022,Sileia area,15.0,42.0404708519
3484,2022,Sileia area,14.0,42.0404708519
3483,2022,Jebel Moon district,3.0,42.0404708519
3445,2022,Jebel Marra area,0.0,42.0404708519
3481,2022,Abu Jabaiha town,0.0,42.0404708519
3470,2022,Wad al Mahi town,237.0,42.0404708519
3469,2022,Wad al Mahi town,0.0,42.0404708519
3468,2022,El Roseires district,0.0,42.0404708519
3467,2022,Geissan district,123.0,42.0404708519
3497,2022,Wunpeth village,0.0,42.0404708519
3498,2022,Abyei district,7.0,42.0404708519
3499,2022,Mading Achueng village,0.0,42.0404708519
3500,2022,Agok town,0.0,42.0404708519
3501,2022,Abyei town,0.0,42.0404708519
3480,2022,Abu Jabaiha town,0.0,42.0404708519
0,2022,Bereket village,0.0,42.0404708519
1910,2022,Omdurman town,1.0,42.0404708519
1907,2022,Bahri/ Khartoum North town,1.0,42.0404708519
1906,2022,Omdurman town,1.0,42.0404708519
1908,2022,Bahri/ Khartoum North town,1.0,42.0404708519
1909,2022,Omdurman town,1.0,42.0404708519
1911,2022,Omdurman town,1.0,42.0404708519
1912,2022,Khartoum city,1.0,42.0404708519
1913,2022,Omdurman town,1.0,42.0404708519
1914,2022,Khartoum city,1.0,42.0404708519
1915,2022,Omdurman town,1.0,42.0404708519
1916,2022,Wad Madani town,1.0,42.0404708519
1917,2022,Khartoum state,1.0,42.0404708519
1918,2022,Wad Madani town,1.0,42.0404708519
1919,2022,Um Dehelieb village,1.0,42.0404708519
1920,2022,Khartoum city,1.0,42.0404708519
1921,2022,Bahri/ Khartoum North town,1.0,42.0404708519
1922,2022,Kadugli town,1.0,42.0404708519
1923,2022,Abu Jabaiha town,1.0,42.0404708519
1924,2022,Khartoum city,1.0,42.0404708519
1925,2022,Kalma refugee camp,3.0,42.0404708519
1926,2022,Abu Naama village,3.0,42.0404708519
1927,2022,Omdurman town,1.0,42.0404708519
1929,2022,Abu Jabaiha town,1.0,42.0404708519
1930,2022,Khartoum city,1.0,42.0404708519
1931,2022,Omdurman town,1.0,42.0404708519
1905,2022,Omdurman town,1.0,42.0404708519
1932,2022,Omdurman town,1.0,42.0404708519
1904,2022,Khartoum city,1.0,42.0404708519
1902,2022,Bahri/ Khartoum North town,1.0,42.0404708519
1,2022,Bereket village,0.0,42.0404708519
2,2022,Bereket village,0.0,42.0404708519
3,2022,Border between Sudan and Ethiopia (El Fashaga district),0.0,42.0404708519
4,2022,Bereket village,0.0,42.0404708519
5,2022,Bereket village,0.0,42.0404708519
6,2022,Bereket village,0.0,42.0404708519
783,2022,Rokoro town,12.0,42.0404708519
784,2022,Rokoro town,9.0,42.0404708519
785,2022,Rokoro town,0.0,42.0404708519
786,2022,Jebel Marra area,0.0,42.0404708519
787,2022,Jebel Marra area,3.0,42.0404708519
1890,2022,Omdurman town,2.0,42.0404708519
1891,2022,Bahri/ Khartoum North town,1.0,42.0404708519
1892,2022,Omdurman town,1.0,42.0404708519
1893,2022,Thur village,1.0,42.0404708519
1894,2022,Bahri/ Khartoum North town,1.0,42.0404708519
1895,2022,Bahri/ Khartoum North town,1.0,42.0404708519
1896,2022,Omdurman town,1.0,42.0404708519
1897,2022,Zamzam camp,2.0,42.0404708519
1898,2022,Wad Madani town,1.0,42.0404708519
1899,2022,Khartoum city,2.0,42.0404708519
1900,2022,Khartoum city,1.0,42.0404708519
1901,2022,Khartoum city,1.0,42.0404708519
1903,2022,Khartoum state,1.0,42.0404708519
