GHO (CODE),GHO (DISPLAY),YEAR (DISPLAY),COUNTRY (DISPLAY),DIMENSION (NAME),Average
GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,2014,Sudan,,35.53
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2014,Sudan,Female,5.943945
SA_0000001413,"Alcohol, consumers past 12 months (%), age-standardized",2014,Sudan,Both sexes,6.96433
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),2014,Sudan,Both sexes,58.3
PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",2014,Sudan,Urban,0.1
NCD_CHOL_MEANHDL_C,"Mean HDL cholesterol, crude",2014,Sudan,Female,1.05
TB_c_dst_rlt_ret_pct,Previously treated cases tested for RR-/MDR-TB (%),2014,Sudan,,38
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",2014,Sudan,Male,2.275965
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2014,Sudan,Male,16.826805
RSUD_750,Standards of care for professionals providing treatment for alcohol and drug use disorders,2014,Sudan,Addiction medicine specialists/narcologists,0
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",2014,Sudan,Male,27.448415
LIFE_0000000032,ndx - number of people dying between ages x and x+n,2014,Sudan,Both sexes,9031.18305
LIFE_0000000030,nqx - probability of dying between ages x and x+n,2014,Sudan,Female,0.03933
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",2014,Sudan,Urban,9.79293
PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",2014,Sudan,Total,44.2
NCD_GLUC_03,Raised fasting blood glucose (>= 7.0 mmol/L) (crude estimate),2014,Sudan,Both sexes,0
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",2014,Sudan,Total,9.749325
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",2014,Sudan,Q2,39.8
RSUD_160,Involvement of representatives of affected or targeted populations in the development and implementation of national programmes for treatment of substance use disorders,2014,Sudan,Representatives of youth organizations,0
PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",2014,Sudan,Urban,0.5
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",2014,Sudan,Male,17.09636
NCDMORT3070,"Probability (%) of dying between age 30 and exact age 70 from any of cardiovascular disease, cancer, diabetes, or chronic respiratory disease",2014,Sudan,Male,26.929015
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",2014,Sudan,Total,13.43391
LIFE_0000000031,lx - number of people left alive at age x,2014,Sudan,Female,77473.77483
MORT_100,Number of deaths,2014,Sudan,Both sexes,929.70726
PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",2014,Sudan,Urban,20.9
MALARIA_EST_MORTALITY,Estimated malaria mortality rate (per 100 000 population),2014,Sudan,,70.068315
W14_harm_effects_B,Do health warnings on other smoked tobacco packaging describe the harmful effects of tobacco use on health?,2014,Sudan,,0
WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),2014,Sudan,Urban,60.14022
W2_pc_front_back_B,Percentage of principal display area mandated to be covered by health warnings - front and back of other smoked tobacco packaging,2014,Sudan,,75
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),2014,Sudan,Urban,62.45915
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),2014,Sudan,Both sexes,113.89408
SDGODAWS,Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2022 US$ millions),2014,Sudan,,25.1591
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",2014,Sudan,Rural,1.06172
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),2014,Sudan,,3568941
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",2014,Sudan,Both sexes,0.82749
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",2014,Sudan,Urban,0.03845
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",2014,Sudan,Wine,0.00059
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),2014,Sudan,Total,16.01083
SDGNTDTREATMENT,Reported number of people requiring interventions against NTDs,2014,Sudan,,12047685
MORT_200,Deaths per 1 000 live births,2014,Sudan,1-59 months,1.53258
SDGAIRBOD,Ambient and household air pollution attributable death rate (per 100 000 population),2014,Sudan,Female,36.94268
HIV_0000000009,Reported number of people receiving antiretroviral therapy,2014,Sudan,,11304
AIR_11,Household air pollution attributable deaths,2014,Sudan,Both sexes,1528.22165
LIFE_0000000035,ex - expectation of life at age x,2014,Sudan,Male,10.32996
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),2014,Sudan,Both sexes,9675
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),2014,Sudan,Moderate,1393
MORT_100,Number of deaths,2014,Sudan,Both sexes,163.81691
NCD_GLUC_04,Raised fasting blood glucose (>=7.0 mmol/L) (age-standardized estimate),2014,Sudan,Male,0
AIR_17,Household air pollution attributable DALYs (per 100 000 population),2014,Sudan,Female,488.0184
PHE_HHAIR_POP_POLLUTING_FUELS,Population with primary reliance on polluting fuels and technologies for cooking (in millions),2014,Sudan,Total,20.40576
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",2014,Sudan,Both sexes,14.86024
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",2014,Sudan,Both sexes,16.091785
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),2014,Sudan,Male,7577
NCD_CHOL_MEANHDL_C,"Mean HDL cholesterol, crude",2014,Sudan,Female,1.05
MORT_200,Deaths per 1 000 live births,2014,Sudan,0-27 days,0.00201
RSUD_820,Epidemiological data collection for substance use,2014,Sudan,,0
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),2014,Sudan,Male,188.13616
MORT_200,Deaths per 1 000 live births,2014,Sudan,0-4 years,7.4544
MORT_300,Distribution of causes of death among children aged < 5 years (%),2014,Sudan,0-4 years,0.11678
MORT_200,Deaths per 1 000 live births,2014,Sudan,0-4 years,4.64128
NCD_UNDER70,Premature deaths due to noncommunicable diseases (NCD) as a proportion of all NCD deaths,2014,Sudan,Both sexes,57.82208
LIFE_0000000035,ex - expectation of life at age x,2014,Sudan,Both sexes,5.07084
SDGHIV,New HIV infections (per 1000 uninfected population),2014,Sudan,Female,0.075
HIV_0000000023,Estimated number of children needing antiretroviral therapy based on WHO methods,2014,Sudan,,3050
MORT_100,Number of deaths,2014,Sudan,Both sexes,0
CM_01,Number of under-five deaths,2014,Sudan,Both sexes,119029
LIFE_0000000033,nLx - person-years lived between ages x and x+n,2014,Sudan,Female,435636.7987
MORT_200,Deaths per 1 000 live births,2014,Sudan,0-4 years,7.32262
MORT_MATERNALNUM,Number of maternal deaths,2014,Sudan,,10481.74946
MORT_200,Deaths per 1 000 live births,2014,Sudan,0-27 days,0
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),2014,Sudan,Female,25.641125
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",2014,Sudan,Male,18.39829
MORT_100,Number of deaths,2014,Sudan,Both sexes,4669.72404
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),2014,Sudan,Severe,3.75
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",2014,Sudan,Urban,0.116455
SDG_SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",2014,Sudan,Male,1661.6657
SA_0000001411,"Alcohol, abstainers past 12 months (%), age-standardized",2014,Sudan,Female,96.116945
PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",2014,Sudan,Urban,12.95
NCDMORT3070,"Probability (%) of dying between age 30 and exact age 70 from any of cardiovascular disease, cancer, diabetes, or chronic respiratory disease",2014,Sudan,Female,24.824195
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",2014,Sudan,Female,4.541805
LIFE_0000000030,nqx - probability of dying between ages x and x+n,2014,Sudan,Both sexes,0.03655
PHE_HHAIR_PROP_POP_CLEAN_FUELS,Proportion of population with primary reliance on clean fuels and technologies for cooking (%),2014,Sudan,Urban,67
AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",2014,Sudan,Male,13.732925
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),2014,Sudan,Both sexes,175.398185
SDG_SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",2014,Sudan,Female,6415.9405
O_Varen_sold,Varenicline - legally sold,2014,Sudan,,0
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),2014,Sudan,,3040181
MORT_100,Number of deaths,2014,Sudan,Both sexes,3333.00648
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),2014,Sudan,Male,96.77435
MORT_300,Distribution of causes of death among children aged < 5 years (%),2014,Sudan,0-4 years,0.17822
MORT_100,Number of deaths,2014,Sudan,Both sexes,8885.36052
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),2014,Sudan,Female,44.05
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),2014,Sudan,Rural,0.91206
LIFE_0000000033,nLx - person-years lived between ages x and x+n,2014,Sudan,Female,429832.6343
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),2014,Sudan,Male,5.15007
MORT_100,Number of deaths,2014,Sudan,Both sexes,320.9221
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",2014,Sudan,Urban,0.04706
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",2014,Sudan,Both sexes,17.40426
LIFE_0000000031,lx - number of people left alive at age x,2014,Sudan,Male,87558.10074
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",2014,Sudan,Spirits,0.15
TB_c_newinc,Tuberculosis - new and relapse cases,2014,Sudan,,24281
SA_0000001414,"Alcohol, former drinkers (%), age-standardized",2014,Sudan,Both sexes,4.49316
LIFE_0000000031,lx - number of people left alive at age x,2014,Sudan,Male,89255.4332
NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized",2014,Sudan,Female,1.05
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",2014,Sudan,Male,19.464535
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",2014,Sudan,Total,14.5
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),2014,Sudan,Both sexes,4926.5
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),2014,Sudan,Severe,4
NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),2014,Sudan,Total,293
MORT_200,Deaths per 1 000 live births,2014,Sudan,0-27 days,2.33248
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),2014,Sudan,Moderate,1615.5
MH_25,Stand-alone policy or plan for mental health,2014,Sudan,,0
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",2014,Sudan,Male,12.1
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",2014,Sudan,Both sexes,15.306845
NCD_CHOL_MEANNONHDL_A,"Mean Non-HDL cholesterol, age-standardized",2014,Sudan,Male,2.7
MORT_300,Distribution of causes of death among children aged < 5 years (%),2014,Sudan,0-4 years,0.01635
LIFE_0000000033,nLx - person-years lived between ages x and x+n,2014,Sudan,Female,376032.7044
LIFE_0000000031,lx - number of people left alive at age x,2014,Sudan,Both sexes,87788.81437
SA_0000001404,"Alcohol, drinkers only per capita (15+) consumption in litres of pure alcohol, three-year average",2014,Sudan,Male,0
MORT_300,Distribution of causes of death among children aged < 5 years (%),2014,Sudan,0-4 years,0.06242
SA_0000001413,"Alcohol, consumers past 12 months (%), age-standardized",2014,Sudan,Both sexes,7.020635
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",2014,Sudan,Total,15.4
SA_0000001739,"Alcohol, heavy episodic drinking (15+) past 30 days (%), age-standardized",2014,Sudan,Female,0.62702
LIFE_0000000033,nLx - person-years lived between ages x and x+n,2014,Sudan,Female,311997.8816
MORT_200,Deaths per 1 000 live births,2014,Sudan,1-59 months,1.28764
NTD_8,Number of people who received treatment with antibiotics for trachoma,2014,Sudan,,212949
NCD_CCS_PM3_Surv,Has a STEPS survey or a comprehensive health examination survey every 5 years,2014,Sudan,,0
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),2014,Sudan,Both sexes,163.64928
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",2014,Sudan,Both sexes,5.70831
GHED_GGHE-DGGE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of general government expenditure (GGE) (%),2014,Sudan,,9.59
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),2014,Sudan,Severe,237.05
HWF_0005,Medical doctors not further defined (number),2014,Sudan,,10683
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",2014,Sudan,Total,18.49801
LIFE_0000000033,nLx - person-years lived between ages x and x+n,2014,Sudan,Both sexes,467591.2593
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),2014,Sudan,Both sexes,40.87683
MORT_300,Distribution of causes of death among children aged < 5 years (%),2014,Sudan,0-4 years,0.02419
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),2014,Sudan,,72
W11_outside_pack_B,Do health warnings appear on each other smoked tobacco package and any outside packaging and labelling used in the retail sale?,2014,Sudan,,0
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",2014,Sudan,Male,21.43919
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2014,Sudan,Severe,288.75
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),2014,Sudan,Urban,67.79451
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2014,Sudan,Moderate,19.75
